role_permissions	role_permissions_role_resource_key	t	f	CREATE UNIQUE INDEX role_permissions_role_resource_key ON public.role_permissions USING btree (role, resource)
rule_kinds	rule_kinds_pkey	t	t	CREATE UNIQUE INDEX rule_kinds_pkey ON public.rule_kinds USING btree (code)
rules	idx_rules_org	f	f	CREATE INDEX idx_rules_org ON public.rules USING btree (organization_id)
rules	rules_pkey	t	t	CREATE UNIQUE INDEX rules_pkey ON public.rules USING btree (id)
scrape_runs	idx_scrape_runs_payer	f	f	CREATE INDEX idx_scrape_runs_payer ON public.scrape_runs USING btree (payer_code, started_at DESC)
scrape_runs	scrape_runs_pkey	t	t	CREATE UNIQUE INDEX scrape_runs_pkey ON public.scrape_runs USING btree (id)
scraper_circuit_state	scraper_circuit_state_pkey	t	t	CREATE UNIQUE INDEX scraper_circuit_state_pkey ON public.scraper_circuit_state USING btree (payer_code)
scraper_monitor_log	idx_scraper_monitor_log_created	f	f	CREATE INDEX idx_scraper_monitor_log_created ON public.scraper_monitor_log USING btree (created_at DESC)
scraper_monitor_log	scraper_monitor_log_pkey	t	t	CREATE UNIQUE INDEX scraper_monitor_log_pkey ON public.scraper_monitor_log USING btree (id)
session	IDX_session_expire	f	f	CREATE INDEX "IDX_session_expire" ON public.session USING btree (expire)
session	session_pkey	t	t	CREATE UNIQUE INDEX session_pkey ON public.session USING btree (sid)
step_types	step_types_pkey	t	t	CREATE UNIQUE INDEX step_types_pkey ON public.step_types USING btree (step_type)
submission_attempts	idx_submission_attempts_at	f	f	CREATE INDEX idx_submission_attempts_at ON public.submission_attempts USING btree (attempted_at)
submission_attempts	idx_submission_attempts_claim_id	f	f	CREATE INDEX idx_submission_attempts_claim_id ON public.submission_attempts USING btree (claim_id)
submission_attempts	submission_attempts_pkey	t	t	CREATE UNIQUE INDEX submission_attempts_pkey ON public.submission_attempts USING btree (id)
system_settings	system_settings_pkey	t	t	CREATE UNIQUE INDEX system_settings_pkey ON public.system_settings USING btree (key)
taxonomy_codes	taxonomy_codes_code_key	t	f	CREATE UNIQUE INDEX taxonomy_codes_code_key ON public.taxonomy_codes USING btree (code)
taxonomy_codes	taxonomy_codes_pkey	t	t	CREATE UNIQUE INDEX taxonomy_codes_pkey ON public.taxonomy_codes USING btree (id)
timely_filing_alerts	idx_tf_alerts_org_unack	f	f	CREATE INDEX idx_tf_alerts_org_unack ON public.timely_filing_alerts USING btree (organization_id, alert_acknowledged_at) WHERE (alert_acknowledged_at IS NULL)
timely_filing_alerts	timely_filing_alerts_claim_id_alert_status_key	t	f	CREATE UNIQUE INDEX timely_filing_alerts_claim_id_alert_status_key ON public.timely_filing_alerts USING btree (claim_id, alert_status)
timely_filing_alerts	timely_filing_alerts_pkey	t	t	CREATE UNIQUE INDEX timely_filing_alerts_pkey ON public.timely_filing_alerts USING btree (id)
users	idx_users_org	f	f	CREATE INDEX idx_users_org ON public.users USING btree (organization_id)
users	users_email_unique	t	f	CREATE UNIQUE INDEX users_email_unique ON public.users USING btree (email)
users	users_pkey	t	t	CREATE UNIQUE INDEX users_pkey ON public.users USING btree (id)
va_fee_schedule	idx_vafs_code	f	f	CREATE INDEX idx_vafs_code ON public.va_fee_schedule USING btree (hcpcs_code)
