era_lines	2	era_id	character varying		NO	
era_lines	3	claim_id	character varying		YES	
era_lines	4	org_id	character varying		YES	
era_lines	5	patient_name	character varying		YES	
era_lines	6	dos	date		YES	
era_lines	7	billed_amount	real		YES	0
era_lines	8	allowed_amount	real		YES	0
era_lines	9	paid_amount	real		YES	0
era_lines	10	service_lines	jsonb		YES	'[]'::jsonb
era_lines	11	status	character varying		YES	'unposted'::character varying
era_lines	12	created_at	timestamp without time zone		NO	now()
field_definitions	1	code	character varying		NO	
field_definitions	2	label	character varying		NO	
field_definitions	3	applies_to	character varying		NO	
field_definitions	4	data_type	character varying		NO	
field_definitions	5	always_required	boolean		NO	false
field_definitions	6	activated_by_rule_kinds	jsonb		NO	'[]'::jsonb
flow_run_events	1	id	character varying		NO	(gen_random_uuid())::text
flow_run_events	2	flow_run_id	character varying		NO	
flow_run_events	3	event_type	character varying		NO	
flow_run_events	4	step_id	character varying		YES	
flow_run_events	5	payload	jsonb		YES	'{}'::jsonb
flow_run_events	6	created_at	timestamp without time zone		YES	now()
flow_runs	1	id	character varying		NO	(gen_random_uuid())::text
flow_runs	2	flow_id	character varying		NO	
flow_runs	3	lead_id	text		NO	
flow_runs	4	status	character varying		NO	'running'::character varying
flow_runs	5	current_step_index	integer		YES	0
flow_runs	6	next_action_at	timestamp without time zone		YES	
flow_runs	7	started_at	timestamp without time zone		YES	now()
flow_runs	8	completed_at	timestamp without time zone		YES	
flow_runs	9	organization_id	character varying		YES	
flow_runs	10	created_at	timestamp without time zone		YES	now()
flow_runs	11	updated_at	timestamp without time zone		YES	now()
flow_runs	12	attempt_count	integer		YES	0
flow_runs	13	failure_reason	text		YES	
flow_runs	14	halted_at	timestamp with time zone		YES	
flow_runs	15	failed_at	timestamp with time zone		YES	
flow_steps	1	id	character varying		NO	(gen_random_uuid())::text
flow_steps	2	flow_id	character varying		NO	
flow_steps	3	step_order	integer		NO	
flow_steps	4	step_type	character varying		NO	
flow_steps	5	channel	character varying		YES	
flow_steps	6	delay_minutes	integer		YES	0
flow_steps	7	template_inline	text		YES	
flow_steps	8	config	jsonb		YES	'{}'::jsonb
flow_steps	9	created_at	timestamp without time zone		YES	now()
flow_steps	10	max_attempts	integer		YES	3
flow_steps	11	condition	jsonb		YES	
flow_steps	12	success_criteria	jsonb		YES	
flow_steps	13	template_key	text		YES	
flows	1	id	character varying		NO	(gen_random_uuid())::text
flows	2	name	character varying		NO	
flows	3	description	text		YES	
flows	4	trigger_event	character varying		NO	
flows	5	trigger_conditions	jsonb		YES	'{}'::jsonb
flows	6	is_active	boolean		YES	true
flows	7	organization_id	character varying		YES	
flows	8	created_at	timestamp without time zone		YES	now()
flows	9	updated_at	timestamp without time zone		YES	now()
flows	10	version	integer		NO	1
hcpcs_codes	1	id	character varying		NO	(gen_random_uuid())::text
hcpcs_codes	2	code	character varying	6	NO	
hcpcs_codes	3	description_official	text		NO	
hcpcs_codes	4	description_plain	text		YES	
hcpcs_codes	5	unit_type	character varying		NO	
hcpcs_codes	6	unit_interval_minutes	integer		YES	
hcpcs_codes	7	default_pos	character varying	2	YES	'12'::character varying
hcpcs_codes	8	requires_modifier	boolean		YES	false
hcpcs_codes	9	notes	text		YES	
hcpcs_codes	10	is_active	boolean		YES	true
hcpcs_codes	11	created_at	timestamp without time zone		YES	now()
hcpcs_rates	1	id	character varying		NO	(gen_random_uuid())::text
hcpcs_rates	2	hcpcs_code	character varying	6	YES	
hcpcs_rates	3	payer_id	character varying		YES	
hcpcs_rates	4	payer_name	character varying		NO	
hcpcs_rates	5	rate_per_unit	numeric		NO	
hcpcs_rates	6	unit_interval_minutes	integer		YES	
